a,b,Audio,Battery,Battery_Value,Built-in Apps,Camera,Color,Dimensions (W x D x H),Disclaimer,Display,Ecolabels & Compliances,Expansion Slots (includes used),I/O Ports,Included in the Box,Keyboard & Touchpad,Memory,Microsoft Office,Military Grade,MyASUS Features,Network and Communication,OLED,Operating System,Power Supply,Security,Storage,Weight,Neural Processor,ASUS Exclusive technology,Additional Display,AURA SYNC,Keyboard and Touchpad,Note,Xbox Game Pass,Graphics,Model,G3d_mark,G2d_mark,Tdp,Category,Processor,Model.1,Cores,Cpu_mark,Thread_mark,Tdp_1,Socket,Price,Weight_value,RefreshRate,Unnamed: 52,position.page,position.position,position.global_position,asin,price.discounted,price.current_price,price.currency,price.before_price,price.savings_amount,price.savings_percent,reviews_total_reviews,reviews_rating,url,score,sponsored,amazonChoice,bestSeller,amazonPrime,title,thumbnail,ASIN,Title,URL,Item Available,Price.1,Main Image,Total Images,Images,Delivery Message,Product Information,Badges
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QC,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) OLED 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key","1TB M.2 NVMe™ PCIe® 3.0 SSD
512GB M.2 NVMe™ PCIe® 3.0 SSD",1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 3050 Laptop GPU
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 3050 4GB Laptop GPU,6884.0,408,80,Mobile,"AMD Ryzen 7 5800H Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800H,8,21063.0,3048.0,45,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QC,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) OLED 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key","1TB M.2 NVMe™ PCIe® 3.0 SSD
512GB M.2 NVMe™ PCIe® 3.0 SSD",1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 3050 Laptop GPU
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 3050 4GB Laptop GPU,6884.0,408,80,Mobile,"AMD Ryzen 7 5800HS Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800HS,8,20139.0,3036.0,35,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QC,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) OLED 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key","1TB M.2 NVMe™ PCIe® 3.0 SSD
512GB M.2 NVMe™ PCIe® 3.0 SSD",1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 3050 Laptop GPU
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 3050 4GB Laptop GPU,6884.0,408,80,Mobile,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Ryzen 5 5600H,6,17022.0,2948.0,45,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QFB,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.89 cm (14.17"" x 9.22"" x 0.74"" ~ 0.74"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star
Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Microsoft Office Home & Student 2021,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 2050
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 2050,7662.0,467,45,Mobile,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Ryzen 5 5600H,6,17022.0,2948.0,45,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QFB,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.89 cm (14.17"" x 9.22"" x 0.74"" ~ 0.74"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star
Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Microsoft Office Home & Student 2021,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 2050
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 2050,7662.0,467,45,Mobile,"AMD Ryzen 7 5800H Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800H,8,21063.0,3048.0,45,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 5000 Series )",M6500QFB,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","70WHrs, 3S1P, 3-cell Li-ion",70,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.89 cm (14.17"" x 9.22"" x 0.74"" ~ 0.74"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, peak brightness 600nits, VESA CERTIFIED Display HDR True Black 600, - (Screen-to-body ratio)84%","Energy star
Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad",16GB DDR4 on board,Microsoft Office Home & Student 2021,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),OLED,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 2050
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 2050,7662.0,467,45,Mobile,"AMD Ryzen 7 5800HS Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800HS,8,20139.0,3036.0,35,FP6,64990.0,1.8,60Hz,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"Vivobook Pro 15 (M6500, AMD Ryzen 5000 series)",M6500QH,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","50WHrs, 3S1P, 3-cell Li-ion",50,"MyASUS
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad","Up to 16GB DDR4
Max Total system memory up to:8GB
16GB DDR4 on board",Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),No information,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® GTX 1650
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce GTX 1650 (Mobile),6969.0,384,50,Mobile,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Ryzen 5 5600H,6,17022.0,2948.0,45,FP6,48990.0,1.8,No information,733.0,8.0,29.0,247.0,B0BMPPSLHZ,True,59990.0,INR,96990.0,37000.0,38.15,76.0,4.0,https://www.amazon.in/dp/B0BMPPSLHZ,304.0,False,False,False,True,"Sponsored Ad - ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Creator/Gaming Laptop (16GB/512GB ...",https://m.media-amazon.com/images/I/71sQIj8cI8L._AC_UY218_.jpg,B0BMPPSLHZ,"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Creator/Gaming Laptop (16GB/512GB SSD/4GB RTX 3050/Win11/Backlit KB/FP Sensor/Silver/1.65 kg), M3500QC-L1502WS",https://www.amazon.in/dp/B0BMPPSLHZ,True,59990.0,https://m.media-amazon.com/images/I/71sQIj8cI8L._SL1500_.jpg,10.0,"https://m.media-amazon.com/images/I/71sQIj8cI8L._SL1500_.jpg,https://m.media-amazon.com/images/I/51Mm6BIMbOL._SL1500_.jpg,https://m.media-amazon.com/images/I/71vmUSfissL._SL1500_.jpg,https://m.media-amazon.com/images/I/71-JgUWr0NL._SL1500_.jpg,https://m.media-amazon.com/images/I/81i3yy6FX+L._SL1500_.jpg,https://m.media-amazon.com/images/I/71eZV85uR0L._SL1500_.jpg,https://m.media-amazon.com/images/I/71dPOQAeZ3L._SL1500_.jpg,https://m.media-amazon.com/images/I/71eBoDX0rBL._SL1500_.jpg,https://m.media-amazon.com/images/I/61QPUdWSttL._SL1500_.jpg,https://m.media-amazon.com/images/I/71bRgoR2vIL._SL1500_.jpg",No information,"{""dimensions"":"""",""weight"":"""",""available_from"":"""",""available_from_utc"":"""",""available_for_months"":0,""available_for_days"":0,""manufacturer"":"""",""model_number"":"""",""department"":"""",""qty_per_order"":6,""store_id"":"""",""brand"":""Visit the ASUS Store""}","{""amazon_сhoice"":false,""amazon_prime"":true,""best_seller"":false}"
"Vivobook Pro 15 (M6500, AMD Ryzen 5000 series)",M6500QH,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","50WHrs, 3S1P, 3-cell Li-ion",50,"MyASUS
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad","Up to 16GB DDR4
Max Total system memory up to:8GB
16GB DDR4 on board",Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),No information,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® GTX 1650
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce GTX 1650 (Mobile),6969.0,384,50,Mobile,"AMD Ryzen 7 5800H Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800H,8,21063.0,3048.0,45,FP6,48990.0,1.8,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"Vivobook Pro 15 (M6500, AMD Ryzen 5000 series)",M6500QH,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","50WHrs, 3S1P, 3-cell Li-ion",50,"MyASUS
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, - (Screen-to-body ratio)84%","Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad","Up to 16GB DDR4
Max Total system memory up to:8GB
16GB DDR4 on board",Office Home and Student 2021 included,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),No information,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® GTX 1650
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce GTX 1650 (Mobile),6969.0,384,50,Mobile,"AMD Ryzen 7 5800HS Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800HS,8,20139.0,3036.0,35,FP6,48990.0,1.8,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
"Vivobook Pro 15 (M6500, AMD Ryzen 5000 series)",M6500QF,"Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)
with Cortana voice-recognition support","50WHrs, 3S1P, 3-cell Li-ion",50,"MyASUS
ProArt Creator Hub
ScreenXpert
GlideX","1080p FHD camera
With privacy shutter","Quiet Blue
Cool Silver","35.98 x 23.43 x 1.89 ~ 1.99 cm (14.17"" x 9.22"" x 0.74"" ~ 0.78"")","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.","39.62cm (15.6), FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, Anti-glare display, - (Screen-to-body ratio)84%","Energy star
Energy star 8.0
RoHS
REACH",No information,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
Micro SD card reader",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,"1.4mm Key-travel, Touchpad","16GB DDR4 on board
Up to 16GB DDR4
Max Total system memory up to:8GB",Microsoft Office Home & Student 2021,US MIL-STD 810H military-grade standard,"System diagnosis
Battery health charging
Fan Profile
Splendid
Function key lock
WiFi SmartConnect
Link to MyASUS
TaskFirst
Live update
ASUS OLED Care
AI Noise Canceling",Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),No information,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"ø4.5, 120W AC Adapter, Output: 20V DC, 6A, 120W, Input: 100~240V AC 50/60Hz universal","BIOS Booting User Password Protection
Trusted Platform Module (Firmware TPM)
Fingerprint sensor integrated with Power Key",512GB M.2 NVMe™ PCIe® 3.0 SSD,1.80 kg (3.97 lbs),No information,ASUS Antimicrobial Guard,No information,No information,No information,No information,No information,"NVIDIA® GeForce® RTX™ 2050
4GB GDDR6
Integrated AMD Radeon™ Graphics",GeForce RTX 2050,7662.0,467,45,Mobile,"AMD Ryzen 7 5800H Processor 3.2GHz (20MB Cache, up to 4.4 GHz, 8 cores, 16 Threads)",AMD Ryzen 7 5800H,8,21063.0,3048.0,45,FP6,48990.0,1.8,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information
